"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Extension (Machine)",,"",2,"normal",66,7,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Extension (Machine)",,"",3,"normal",73,10,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Seated Leg Curl (Machine)",,"",0,"normal",32,14,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Seated Leg Curl (Machine)",,"",1,"normal",47,10,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Seated Leg Curl (Machine)",,"",2,"normal",52,10,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Seated Leg Curl (Machine)",,"",3,"normal",39,10,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Press (Machine)",,"",0,"normal",90,12,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Press (Machine)",,"",1,"normal",120,12,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Press (Machine)",,"",2,"normal",160,12,,,
"Viernes Legs","20 Dec 2024, 09:05","20 Dec 2024, 11:25","Palizon histórico, mañana veremos las agujetas","Leg Press (Machine)",,"",3,"normal",200,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",64,9,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",59,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",54,9,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Bicep Curl (Cable)",,"",0,"normal",18,12,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Bicep Curl (Cable)",,"",1,"normal",32,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Bicep Curl (Cable)",,"",2,"normal",41,6,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Bicep Curl (Cable)",,"",3,"normal",32,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Lat Pulldown (Machine)",,"",0,"normal",41,12,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Lat Pulldown (Machine)",,"",1,"normal",59,7,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Lat Pulldown (Machine)",,"",2,"normal",45,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Lat Pulldown (Machine)",,"",3,"normal",52,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Concentration Curl",,"",0,"normal",10,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Concentration Curl",,"",1,"normal",10,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Concentration Curl",,"",2,"normal",10,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Concentration Curl",,"",3,"normal",10,9,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Concentration Curl",,"",4,"normal",10,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Rowing Machine",,"",0,"normal",,,1.14,308,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Seated Row (Machine)",,"",0,"normal",45,7,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Seated Row (Machine)",,"",1,"normal",45,12,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Seated Row (Machine)",,"",2,"normal",52,10,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Seated Row (Machine)",,"",3,"normal",59,6,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Preacher Curl (Machine)",,"",1,"normal",18,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Preacher Curl (Machine)",,"",2,"normal",18,7,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Preacher Curl (Machine)",,"",3,"normal",9,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Pull Up (Assisted)",,"",0,"normal",68,7,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Pull Up (Assisted)",,"",1,"normal",68,7,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Pull Up (Assisted)",,"",2,"normal",68,8,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Pull Up (Assisted)",,"",3,"normal",54,5,,,
"Martes Pull","18 Dec 2024, 09:16","18 Dec 2024, 11:44","Muy bnz sigue asi","Treadmill",,"",0,"normal",,,1.56,1200,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Bench Press (Barbell)",,"",0,"normal",50,8,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Bench Press (Barbell)",,"",1,"normal",60,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Bench Press (Barbell)",,"",2,"normal",60,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Bench Press (Barbell)",,"",3,"normal",70,6,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Butterfly (Pec Deck)",,"Te amo emma",0,"normal",59,12,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Butterfly (Pec Deck)",,"Te amo emma",1,"normal",66,12,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Butterfly (Pec Deck)",,"Te amo emma",2,"normal",73,8,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Butterfly (Pec Deck)",,"Te amo emma",3,"normal",86,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Shoulder Press (Dumbbell)",,"",0,"normal",20,6,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Shoulder Press (Dumbbell)",,"",1,"normal",20,6,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Shoulder Press (Dumbbell)",,"",2,"normal",20,7,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Shoulder Press (Dumbbell)",,"",3,"normal",20,6,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Skullcrusher (Barbell)",,"",0,"normal",15,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Skullcrusher (Barbell)",,"",1,"normal",15,9,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Skullcrusher (Barbell)",,"",2,"normal",15,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Skullcrusher (Barbell)",,"",3,"normal",15,12,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Lateral Raise (Cable)",,"",0,"normal",9,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Lateral Raise (Cable)",,"",1,"normal",9,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Lateral Raise (Cable)",,"",2,"normal",14,6,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Lateral Raise (Cable)",,"",3,"normal",9,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",14,10,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",16,7,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,7,,,
"Lunes","16 Dec 2024, 09:00","16 Dec 2024, 10:55","Buen entrenamiento aunq mejorable, traer mas agua xfa.","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",14,8,,,
