"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Bicep Curl (Cable)",,"",0,"normal",23,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Bicep Curl (Cable)",,"",1,"normal",27,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Bicep Curl (Cable)",,"",2,"normal",32,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Bicep Curl (Cable)",,"",3,"normal",45,6,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Seated Row (Machine)",,"",0,"normal",45,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Seated Row (Machine)",,"",1,"normal",59,10,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Seated Row (Machine)",,"",2,"normal",66,8,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Seated Row (Machine)",,"",3,"normal",73,6,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Cross Body Hammer Curl",,"",0,"normal",12,6,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Cross Body Hammer Curl",,"",1,"normal",12,8,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Cross Body Hammer Curl",,"",2,"normal",12,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Cross Body Hammer Curl",,"",3,"normal",12,6,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Lat Pulldown (Machine)",,"",0,"normal",45,12,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Lat Pulldown (Machine)",,"",1,"normal",59,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Lat Pulldown (Machine)",,"",2,"normal",59,6,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Lat Pulldown (Machine)",,"",3,"normal",52,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Preacher Curl (Machine)",,"",0,"normal",25,10,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Preacher Curl (Machine)",,"",1,"normal",27,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Preacher Curl (Machine)",,"",2,"normal",32,5,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Preacher Curl (Machine)",,"",3,"normal",23,7,,,
"miércoles Pull","5 Mar 2025, 08:56","5 Mar 2025, 10:46","Pillando ritmo","Preacher Curl (Machine)",,"",4,"normal",9,12,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Bench Press (Barbell)",,"",2,"normal",70,7,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Bench Press (Barbell)",,"",3,"normal",70,7,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Butterfly (Pec Deck)",,"",0,"normal",73,12,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Butterfly (Pec Deck)",,"",1,"normal",79,12,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Butterfly (Pec Deck)",,"",2,"normal",86,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Butterfly (Pec Deck)",,"",3,"normal",93,6,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Shoulder Press (Dumbbell)",,"",0,"normal",22,6,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Shoulder Press (Dumbbell)",,"",1,"normal",22,6,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Shoulder Press (Dumbbell)",,"",2,"normal",22,6,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Shoulder Press (Dumbbell)",,"",3,"normal",22,5,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Skullcrusher (Barbell)",,"",0,"normal",20,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Skullcrusher (Barbell)",,"",1,"normal",20,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Skullcrusher (Barbell)",,"",2,"normal",20,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Lateral Raise (Cable)",,"",0,"normal",14,7,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Lateral Raise (Cable)",,"",1,"normal",9,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Lateral Raise (Cable)",,"",2,"normal",11,7,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Lateral Raise (Cable)",,"",3,"normal",11,6,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,10,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",23,8,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",25,5,,,
"Lunes Push","3 Mar 2025, 08:31","3 Mar 2025, 10:52","recuperando","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",20,8,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",59,9,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",64,9,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",68,8,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Bicep Curl (Cable)",,"",0,"normal",20,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Bicep Curl (Cable)",,"",1,"normal",27,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Bicep Curl (Cable)",,"",2,"normal",32,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Bicep Curl (Cable)",,"",3,"normal",36,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Seated Row (Machine)",,"",0,"normal",45,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Seated Row (Machine)",,"",1,"normal",59,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Seated Row (Machine)",,"",2,"normal",66,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Seated Row (Machine)",,"",3,"normal",73,8,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Preacher Curl (Machine)",,"",0,"normal",25,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Preacher Curl (Machine)",,"",1,"normal",27,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Preacher Curl (Machine)",,"",2,"normal",32,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Preacher Curl (Machine)",,"",3,"normal",27,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Preacher Curl (Machine)",,"",4,"normal",9,12,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Pull Up (Assisted)",,"",0,"normal",59,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Pull Up (Assisted)",,"",1,"normal",50,7,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Pull Up (Assisted)",,"",2,"normal",50,7,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Pull Up (Assisted)",,"",3,"normal",45,6,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Cross Body Hammer Curl",,"",0,"normal",10,9,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Cross Body Hammer Curl",,"",1,"normal",10,10,,,
"miércoles Pull","12 Feb 2025, 08:48","12 Feb 2025, 10:30","Cogiendo ritmo aunq cuanta gente.","Cross Body Hammer Curl",,"",2,"normal",12,6,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Bench Press (Barbell)",,"",2,"normal",70,9,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Bench Press (Barbell)",,"",3,"normal",80,3,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Butterfly (Pec Deck)",,"",0,"normal",73,8,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Butterfly (Pec Deck)",,"",1,"normal",79,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Butterfly (Pec Deck)",,"",2,"normal",86,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Butterfly (Pec Deck)",,"",3,"normal",93,6,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Lateral Raise (Cable)",,"",0,"normal",14,7,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Lateral Raise (Cable)",,"",1,"normal",14,7,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Lateral Raise (Cable)",,"",2,"normal",11,9,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Lateral Raise (Cable)",,"",3,"normal",9,11,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,10,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",23,8,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,10,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",9,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Triceps Dip (Assisted)",,"",0,"normal",68,12,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Triceps Dip (Assisted)",,"",1,"normal",50,10,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Triceps Dip (Assisted)",,"",2,"normal",45,9,,,
"Lunes Push","10 Feb 2025, 08:49","10 Feb 2025, 10:29","un poco vago pero tmbn habia muvha gente, volcer a pillar ritmo.","Triceps Dip (Assisted)",,"",3,"normal",45,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Bench Press (Barbell)",,"",1,"normal",60,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Bench Press (Barbell)",,"",2,"normal",70,9,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Bench Press (Barbell)",,"",3,"normal",80,3,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Chest Press (Machine)",,"",0,"normal",39,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Chest Press (Machine)",,"",1,"normal",52,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Chest Press (Machine)",,"",2,"normal",59,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Butterfly (Pec Deck)",,"",0,"normal",73,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Butterfly (Pec Deck)",,"",1,"normal",79,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Butterfly (Pec Deck)",,"",2,"normal",86,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Butterfly (Pec Deck)",,"",3,"normal",93,7,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Shoulder Press (Dumbbell)",,"",0,"normal",22,7,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Shoulder Press (Dumbbell)",,"",1,"normal",22,8,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Shoulder Press (Dumbbell)",,"",2,"normal",22,7,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Shoulder Press (Dumbbell)",,"",3,"normal",24,5,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Skullcrusher (Barbell)",,"",0,"normal",20,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Skullcrusher (Barbell)",,"",1,"normal",20,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Skullcrusher (Barbell)",,"",2,"normal",20,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Skullcrusher (Barbell)",,"",3,"normal",20,12,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Lateral Raise (Cable)",,"",0,"normal",14,7,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Lateral Raise (Cable)",,"",1,"normal",16,4,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Lateral Raise (Cable)",,"",2,"normal",11,7,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Lateral Raise (Cable)",,"",3,"normal",9,10,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",20,10,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",23,5,,,
"Lunes Push","3 Feb 2025, 08:57","3 Feb 2025, 11:22","CHEMI SE VA DE IBER","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",20,10,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Stretching",,"",0,"normal",,,,131,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Romanian Deadlift (Barbell)",,"",0,"normal",30,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Romanian Deadlift (Barbell)",,"",1,"normal",30,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Romanian Deadlift (Barbell)",,"",2,"normal",30,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hack Squat (Machine)",,"",0,"normal",67,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hack Squat (Machine)",,"",1,"normal",77,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hack Squat (Machine)",,"",2,"normal",87,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hack Squat (Machine)",,"",3,"normal",107,8,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Extension (Machine)",,"",0,"normal",61,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Extension (Machine)",,"",1,"normal",68,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Extension (Machine)",,"",2,"normal",75,10,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Extension (Machine)",,"",3,"normal",81,8,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Abduction (Machine)",,"",0,"normal",41,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Abduction (Machine)",,"",1,"normal",47,14,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Abduction (Machine)",,"",2,"normal",61,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Abduction (Machine)",,"",3,"normal",68,8,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Seated Leg Curl (Machine)",,"",0,"normal",45,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Seated Leg Curl (Machine)",,"",1,"normal",55,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Seated Leg Curl (Machine)",,"",2,"normal",61,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Seated Leg Curl (Machine)",,"",3,"normal",66,8,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Adduction (Machine)",,"",0,"normal",32,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Adduction (Machine)",,"",1,"normal",45,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Adduction (Machine)",,"",2,"normal",59,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Hip Adduction (Machine)",,"",3,"normal",73,7,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Press (Machine)",,"30kg fijos",0,"normal",150,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Press (Machine)",,"30kg fijos",1,"normal",210,12,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Press (Machine)",,"30kg fijos",2,"normal",230,7,,,
"Viernes Legs","31 Jan 2025, 09:16","31 Jan 2025, 11:25","que paliza, objetivo : superarme","Leg Press (Machine)",,"30kg fijos",3,"normal",190,7,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",64,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",68,9,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",73,8,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Bicep Curl (Cable)",,"",0,"normal",20,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Bicep Curl (Cable)",,"",1,"normal",25,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Bicep Curl (Cable)",,"",2,"normal",29,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Bicep Curl (Cable)",,"",3,"normal",35,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Bicep Curl (Cable)",,"",4,"normal",45,7,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Seated Row (Machine)",,"",0,"normal",45,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Seated Row (Machine)",,"",1,"normal",59,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Seated Row (Machine)",,"",2,"normal",66,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Seated Row (Machine)",,"",3,"normal",79,8,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Cross Body Hammer Curl",,"",0,"normal",8,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Cross Body Hammer Curl",,"",1,"normal",14,7,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Cross Body Hammer Curl",,"",2,"normal",14,7,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Cross Body Hammer Curl",,"",3,"normal",14,8,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Lat Pulldown (Machine)",,"",0,"normal",45,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Lat Pulldown (Machine)",,"",1,"normal",59,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Lat Pulldown (Machine)",,"",2,"normal",66,6,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Lat Pulldown (Machine)",,"",3,"normal",52,8,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Preacher Curl (Machine)",,"",0,"normal",25,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Preacher Curl (Machine)",,"",1,"normal",27,7,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Preacher Curl (Machine)",,"",2,"normal",32,6,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Preacher Curl (Machine)",,"",3,"normal",9,12,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Preacher Curl (Machine)",,"",4,"normal",27,6,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Pull Up (Assisted)",,"",0,"normal",59,10,,,
"miércoles Pull","29 Jan 2025, 09:00","29 Jan 2025, 11:07","Puedo dar mas.","Pull Up (Assisted)",,"",1,"normal",54,6,,,
